name,description,price_egp,image_url,ram_gb,storage_gb,storage_type,cpu_family,cpu_generation,cpu_model,gpu,screen_size_inch,product_code,link
15-Dw3088Ne Laptop With 15.6 Inch FHD /Core I5-1135G7 /8 GB Ram /512 GB SSD /Geforce Mx350/ Free Dos/ English/Arabic Silver With Casual Leather Laptop Backpack Black English/Arabic Silver,"Product Overview HIGHLIGHTS Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) Empower your business and do great things with the free dos Intel technology makes enterprise-level manageability even more convenient and efficient Excellent choice for both business and personal computing needs SPECIFICATIONS CPU Speed 2.4 GHz Internal Memory 512 GB Display Resolution 1080x1920 Keyboard Language English/Arabic Display Type LCD Battery Life 7 Hours OS Version Free DOS Usage Business Number of Cores Quad Core Processor Version Number/Generation 11th Gen What's In The Box North Wolfman Casual Leather Shoulder Laptop Backpack / Black Model Name 15-dw3088ne Number of USB Ports 3 Number of HDMI Ports 1 RAM Size 8 GB Screen Size 15.6 in Colour Name Silver GPU Version NVIDIA GeForce MX350 Resolution Full HD Type SSD Operating System DOS Model Series HP DW Series RAM Type DDR4 External Graphics Graphic Card Model Number 4C7T3EA / 15-DW3089ne HDMI Output Yes SD Card Slot Yes Processor Version Core i5-1135G7 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 12,823.33. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",38470,https://f.nooncdn.com/p/pnsku/N70119112V/45/_/1728910018/576e5a99-3dda-474d-8f92-0e6c02971ab6.jpg?width=800,8,512,SSD,Unknown,Unknown,Unknown,NVIDIA GeForce MX350,15.6,N70119112V,https://www.noon.com/egypt-en/15-dw3088ne-laptop-with-15-6-inch-fhd-core-i5-1135g7-8-gb-ram-512-gb-ssd-geforce-mx350-free-dos-english-arabic-silver-with-casual-leather-laptop-backpack-black-english-arabic-silver/N70119112V/p/
15-Dw3088Ne Laptop With 15.6 Inch FHD /Core I5-1135G7 /8 GB Ram /512 GB SSD /Geforce Mx350/ Free Dos/ English/Arabic Silver With HP Laptop Bags 1418 Backpack Black English/Arabic Silver,"Product Overview HIGHLIGHTS Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores) Empower your business and do great things with the free dos Intel technology makes enterprise-level manageability even more convenient and efficient Excellent choice for both business and personal computing needs SPECIFICATIONS CPU Speed 2.4 GHz Internal Memory 512 GB Display Resolution 1080x1920 Keyboard Language English/Arabic Display Type LCD Battery Life 7 Hours OS Version Free DOS Usage Business Number of Cores Quad Core Processor Version Number/Generation 11th Gen What's In The Box HP Laptop Bags 1418 Backpack 15.6 Inch / Black Model Name 15-dw3088ne Number of USB Ports 3 Number of HDMI Ports 1 RAM Size 8 GB Screen Size 15.6 in Colour Name Silver GPU Version NVIDIA GeForce MX350 Resolution Full HD Type SSD Operating System DOS Model Series HP DW Series RAM Type DDR4 External Graphics Graphic Card Model Number 4C7T3EA / 15-DW3089ne HDMI Output Yes SD Card Slot Yes Processor Version Core I5-1135G7 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 12,996.67. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",38990,https://f.nooncdn.com/p/pnsku/N70124704V/45/_/1729838851/873c64c7-f397-40e1-ad4e-b2a5acb9c2e2.jpg?width=800,8,512,SSD,Unknown,Unknown,Unknown,NVIDIA GeForce MX350,15.6,N70124704V,https://www.noon.com/egypt-en/15-dw3088ne-laptop-with-15-6-inch-fhd-core-i5-1135g7-8-gb-ram-512-gb-ssd-geforce-mx350-free-dos-english-arabic-silver-with-hp-laptop-bags-1418-backpack-black-english-arabic-silver/N70124704V/p/
15-Dw3089Ne Laptop With 15.6 Inch FHD /Core I5-1135G7 /8 GB Ram /512 GB SSD /2 GB Geforce Mx350 /Free Dos /English/Arabic Silver With Casual Leather Laptop Backpack Black English/Arabic Silver,"Product Overview We are a technology company born of the belief that companies should do more than just make a profit. They should make the world a better place. Our efforts in climate action, human rights, and digital equity prove that we are doing everything in our power to make it so. With over 80 years of actions that prove our intentions, we have the confidence to envision a world where innovation drives extraordinary contributions to humanity. And our technology – a product and service portfolio of personal systems, printers, and 3D printing solutions – was created to inspire this meaningful progress. We know that thoughtful ideas can come from anyone, anywhere, at any time and all it takes is one to change the world. We've put together a team of the greatest titans of technology the world has ever seen. Here at HP we are committed to innovating and reinventing your digital life. Hewlett-Packard Co. provides products, technologies, software, solutions and services to individual consumers, small and medium-sized businesses and large enterprises, including customers in the government, health and education sectors. It operates through seven business segments: Personal Systems, Printing, Enterprise Group, Enterprise Services, Software, HP Financial Services and Corporate Investments. The Personal Systems segment provides commercial personal computers (PCs), consumer PCs, workstations, calculators and other related accessories, software and services for the commercial and consumer markets. The Printing segment provides consumer and commercial printer hardware, supplies, media and scanning devices. Printing is also focused on imaging solutions in the commercial markets. The Enterprise Group segment provides servers, storage, networking, technology services and, when combined with HP's Cloud Service Automation software suite, the HP CloudSystem. The CloudSystem enables infrastructure, platform and software-as-a-service in private, public or hybrid environments. The Enterprise Services segment provides technology consulting, outsourcing and support services across infrastructure, applications and business process domains. This segment is divided into two units: Infrastructure Technology Outsourcing and Application and Business Services. The Infrastructure Technology Outsourcing unit delivers services that encompass the data center, IT security, cloud-based computing, workplace technology, network, unified communications, and enterprise service management. The Application and Business Services unit helps clients develop, revitalize and manage their applications and information assets. Its offerings include licenses, support, professional services, and software-as-a-service in order to provide an end-to-end solution to customers. The Software segment provides enterprise information management and security solutions for businesses and enterprises of all sizes. The HP Financial Services segment provides a broad range of value-added financial life cycle management services. This segment offers leasing, financing, utility programs and asset recovery services, as well as financial asset management services. The Corporate Investments segment includes H",38470,https://f.nooncdn.com/p/pnsku/N70119117V/45/_/1728910041/4d481d7e-8ded-40bc-9c8a-0cb5e4ea433a.jpg?width=800,8,512,SSD,Unknown,Unknown,Unknown,NVIDIA GeForce MX350,15.6,N70119117V,https://www.noon.com/egypt-en/15-dw3089ne-laptop-with-15-6-inch-fhd-core-i5-1135g7-8-gb-ram-512-gb-ssd-2-gb-geforce-mx350-free-dos-english-arabic-silver-with-casual-leather-laptop-backpack-black-english-arabic-silver/N70119117V/p/
15-Dw3170Nia Laptop With 15.6 Inch FHD /Core I7-1165G7 /8 GB Ram /512 GB SSD/ Geforce Mx450 /Free Dos English/Arabic Jet Black With Casual Leather Laptop Backpack Black English/Arabic Jet Black,"Product Overview HIGHLIGHTS Keep all your conversations private with the help of an easy-to-activate mute button Ultimate combination of performance and speed to edit photos and videos faster Customise performance, fan speed and noise, and external temperature all to the meet your needs SPECIFICATIONS CPU Speed 4.7 GHz Internal Memory 512 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Display Type LED Battery Life 6 Hours OS Version Free DOS Usage Personal Number of Cores Quad Core Processor Version Number/Generation -- What's In The Box North Wolfman Casual Leather Shoulder Laptop Backpack / Black Model Name 15-dw3170nia Number of USB Ports 3 Number of HDMI Ports 1 RAM Size 8 GB Screen Size 15.6 in Colour Name Jet Black GPU Version NVIDIA GeForce MX450 Resolution Full HD Type SSD Operating System DOS Model Series HP DW Series RAM Type DDR4 External Graphics Graphic Card Model Number 15-dw3170nia HDMI Output Yes SD Card Slot -- Processor Version Core i7-1165G7 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 16,690.00. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",50070,https://f.nooncdn.com/p/pnsku/N70118863V/45/_/1728881324/6bd6bc4e-7ebf-480a-95df-e7af7fe1a47d.jpg?width=800,8,512,SSD,Unknown,Unknown,Unknown,NVIDIA GeForce MX450,15.6,N70118863V,https://www.noon.com/egypt-en/15-dw3170nia-laptop-with-15-6-inch-fhd-core-i7-1165g7-8-gb-ram-512-gb-ssd-geforce-mx450-free-dos-english-arabic-jet-black-with-casual-leather-laptop-backpack-black-english-arabic-jet-black/N70118863V/p/
"15-fa2787nr Victus Gaming Laptop, 15.6"" FHD IPS 144Hz Display, Intel Core i7-13620H Processor, 16GB RAM, 512GB SSD, GeForce RTX 5060 8GB GPU, Backlit Keyboard, Win11 Mica Silver","Product Overview HIGHLIGHTS Intel® Core™ i7-13620H (up to 4.9 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 10 cores, 16 threads) 16 GB DDR4-3200 MT/s (1 x 16 GB) Transfer rates up to 3200 MT/s. 1 x 16 GB 512GB PCIe® Gen4 NVMe™ M.2 SSD NVIDIA® GeForce RTX™ 5060 Laptop GPU (8 GB GDDR7 dedicated) 15.6"" FHD IPS 144Hz Display Windows 11 Home SPECIFICATIONS CPU Speed 4.9 GHz Internal Memory 512 GB Display Resolution 1920x1200 Resolution Full HD OS Version Windows 11 Number of Cores Deca core Processor Version Number/Generation Not Applicable Model Name Victus 15-fa2787nr RAM Size 16 GB Screen Size 15.6 in Colour Name Mica Silver Type SSD Operating System Windows RAM Type DDR5 Model Number Victus 15-fa2787nr Processor Version Intel Core i7 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 33,666.67. HP 15-fa2787nr Victus Gaming Laptop, 15.6"" FHD IPS 144Hz Display, Intel Core i7-13620H Processor, 16GB RAM, 512GB SSD, GeForce RTX 5060 8GB GPU, Backlit Keyboard, Win11 Mica Silver JBL T205 Wired In-Ear Earphones With Mic Rose Gold/White Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",101000,https://f.nooncdn.com/p/pnsku/N70247541V/45/_/1760517428/b3b8d169-d9db-44aa-811b-569136787b91.jpg?width=800,16,512,NVMe SSD,I7,13620,13620H,RTX 5060,15.6,N70247541V,https://www.noon.com/egypt-en/15-fa2787nr-victus-gaming-laptop-15-6-fhd-ips-144hz-display-intel-core-i7-13620h-processor-16gb-ram-512gb-ssd-geforce-rtx-5060-8gb-gpu-backlit-keyboard-win11-mica-silver/N70247541V/p/
"15-fa2787nr Victus Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core i7-13620H Processor/16GB RAM DDR5/512GB SSD/8GB Nvidia GeForce RTX 5060 Graphics/Windows 11 Home/ English/Arabic Mica Silver","Product Overview The HP Victus series delivers reliable gaming and multitasking performance with modern design, efficient cooling, and high‑quality displays. SPECIFICATIONS CPU Speed 2.4 GHz Internal Memory 512 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Type SSD Operating System Windows Model Series HP Victus RAM Type DDR5 External Graphics Graphic Card Processor Version Number/Generation 13th Gen Processor Version Core i7-13620H RAM Size 16 GB Screen Size 15.6 in Colour Name Mica Silver Resolution Full HD OS Version Windows 11 Home Usage Gaming Number of Cores Deca core Processor Version Number/Generation 13th Gen Graphic Memory 8 GB Model Number 15-fa2787nr Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 33,666.67. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",101000,https://f.nooncdn.com/p/pnsku/N70278088V/45/_/1768466094/2a965aca-c01f-486b-8562-eb80e58ae868.jpg?width=800,16,1024,SSD,I7,13620,13620H,RTX 5060,15.6,N70278088V,https://www.noon.com/egypt-en/15-fa2787nr-victus-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i7-13620h-processor-16gb-ram-ddr5-512gb-ssd-8gb-nvidia-geforce-rtx-5060-graphics-windows-11-home-english-arabic-mica-silver/N70278088V/p/
"15-fd0021nx Laptop With 15.6 Inch Full HD (1920x1080) Display, Core i3- 1315U Processor/8GB DDR4/512GB SSD/Windows 11 Home/Intel Iris XE English/Arabic Silver","Product Overview Ultimate combination of performance and speed to edit photos and videos faster Customise performance, fan speed and noise, and external temperature all to the meet your needs HIGHLIGHTS Ultimate combination of performance and speed to edit photos and videos faster Customise performance, fan speed and noise, and external temperature all to the meet your needs SPECIFICATIONS CPU Speed 3.3 GHz Internal Memory 512 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Resolution Full HD Type SSD Operating System Windows Model Series HP FD Series RAM Type DDR4 External Graphics External Graphics Model Name HP 15-fd0021nx Laptop RAM Size 8 GB Screen Size 15.6 in Colour Name Silver GPU Version Intel Iris XE Battery Life 8 Hours OS Version Windows 11 Home Usage Business Number of Cores 10-Core Processor Version Number/Generation Intel Core i3-1315U, 13th Genaration Model Number 15-fd0021nx Processor Version Intel Core i3-1315U, 13th Genaration Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 9,166.67. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",27500,https://f.nooncdn.com/p/pnsku/N70135292V/45/_/1734007602/736004ca-cd7b-4bd7-8bb5-d5a146351bde.jpg?width=800,8,512,SSD,I3,1315,1315U,Integrated,15.6,N70135292V,https://www.noon.com/egypt-en/15-fd0021nx-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i3-1315u-processor-8gb-ddr4-512gb-ssd-windows-11-home-intel-iris-xe-english-arabic-silver/N70135292V/p/
"15-fd0021nx Laptop With 15.6 Inch Full HD(1920x1080) Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics+Free Samsung24 Inch IPS FHD Essential Monitor With 75Hz 5ms English/Arabic Silver","Product Overview SPECIFICATIONS CPU Speed 1.2 GHz Internal Memory 256 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Type SSD Operating System DOS Model Series HP FD Series RAM Type DDR4 Model Number 8F4T4EA+LS24C310EAMXUE Processor Version Core i3-1315U RAM Size 4 GB Screen Size 15.6 in Colour Name Silver Resolution Full HD OS Version Free DOS Usage Personal Number of Cores Hexa Core Processor Version Number/Generation 13th Gen Model Name N53432137A Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 14,280.00. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",42840,https://f.nooncdn.com/p/pnsku/N70174121V/45/_/1747329019/57b082d7-490f-4435-adf7-b6fbf5231832.jpg?width=800,4,256,SSD,I3,1315,1315U,Intel UHD Graphics,15.6,N70174121V,https://www.noon.com/egypt-en/15-fd0021nx-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i3-1315u-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-graphics-free-samsung24-inch-ips-fhd-essential-monitor-with-75hz-5ms-english-arabic-silver/N70174121V/p/
"15-fd0021nx Laptop With 15.6 Inch Full HD(1920X1080) Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics+HP X500 Black Wired USB Mouse English/Arabic Black","Product Overview The 15-fd0021nx Laptop is an elegantly crafted laptop that redefines productivity and style. Dressed in a stunning Black finish, this device is driven by the Core i3-1315U Processor to ensure smooth multitasking and responsiveness. Featuring 4GB and 256GB of SSD storage, it's the perfect companion for modern professionals and students on the move. SPECIFICATIONS CPU Speed 1.2 GHz Internal Memory 256 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Type SSD Operating System DOS Model Series HP FD Series RAM Type DDR4 External Graphics Integrated Processor Version Core i3-1315U RAM Size 4 GB Screen Size 15.6 in Colour Name Black Resolution Full HD OS Version Free DOS Usage Personal Number of Cores Hexa Core Processor Version Number/Generation 13th Gen Model Number 8F4T4EA+E5E76AA#ABB Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 9,166.67. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",27500,https://f.nooncdn.com/p/pnsku/N70173873V/45/_/1747666776/a9068782-a0f4-4bcd-8c14-1d727e10f8c6.jpg?width=800,4,256,SSD,I3,1315,1315U,Intel UHD Graphics,15.6,N70173873V,https://www.noon.com/egypt-en/15-fd0021nx-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i3-1315u-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-graphics-hp-x500-black-wired-usb-mouse-english-arabic-black/N70173873V/p/
"15-fd0021nx Laptop With 15.6 Inch Full HD Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic Natural Silver","Product Overview The HP 15-fd0021nx is a reliable and affordable laptop designed for everyday computing needs. With its sleek design and powerful performance, it offers a great balance of features and value. The 15-fd0021nx features a spacious display for comfortable viewing, a comfortable keyboard for typing, and a long-lasting battery for extended use. It's equipped with essential ports and connectivity options, making it easy to connect to external devices. Whether you're a student, a professional, or simply looking for a dependable laptop, the HP 15-fd0021nx is a great choice. SPECIFICATIONS CPU Speed 10 MHz Internal Memory 265 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Resolution Full HD OS Version Free DOS Usage Business Number of Cores 10-Core Processor Version Number/Generation 13th Gen Model Number 8F4T4EA HDMI Output 1 SD Card Slot 0 RAM Size 4 GB Screen Size 15.6 in Colour Name Natural Silver Display Type IPS Type SSD Operating System DOS Model Series HP FD Series RAM Type DDR4 External Graphics Integrated Model Name 8F4T4EA Number of USB Ports 2 Processor Version Core i3-1315U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,446.00. HP 15-fd0021nx Laptop With 15.6 Inch Full HD Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic Natural Silver RAHALA Rl-503 15.6-Inch Laptop Large Capacity Waterproof Business USB Charging Backpack, Black ماوس لاسلكي، بلوتوث صامت قابل لإعادة الشحن - 3 مستويات DPI قابلة للتعديل - حجم صغير محمول Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",22338,https://f.nooncdn.com/p/v1692988248/N53432137A_1.jpg?width=800,4,265,SSD,I3,1315,1315U,Intel UHD Graphics,15.6,N53432137A,https://www.noon.com/egypt-en/15-fd0021nx-laptop-with-15-6-inch-full-hd-display-intel-core-i3-1315u-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-graphics-english-arabic-natural-silver/N53432137A/p/
"15-fd0021nx Laptop With 15.6 Inch Full HD Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics+Free Samsung 24 Inch Flat Monitor With 60Hz 5ms English/Arabic Grey","Product Overview SPECIFICATIONS CPU Speed 1.2 GHz Internal Memory 256 GB Colour Name Grey Type SSD Operating System DOS Model Series HP FD Series RAM Type DDR4 Model Number 8F4T4EA+LS24A336NHMXUE Processor Version Core i3-1315U RAM Size 4 GB Screen Size 15.6 in Keyboard Language English/Arabic OS Version Free DOS Usage Personal Number of Cores Hexa Core Processor Version Number/Generation 13th Gen Model Name N53432137A Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 14,280.00. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",42840,https://f.nooncdn.com/p/pnsku/N70174122V/45/_/1747328571/9c09da7a-2702-447b-aaed-9bd5b4dc4622.jpg?width=800,16,1024,SSD,I3,1315,1315U,RTX 3050,15.6,N70174122V,https://www.noon.com/egypt-en/15-fd0021nx-laptop-with-15-6-inch-full-hd-display-intel-core-i3-1315u-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-graphics-free-samsung-24-inch-flat-monitor-with-60hz-5ms-english-arabic-grey/N70174122V/p/
"15-fd0021nx Laptop With 15.6 Inch Full HD Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics + Sandisk USB Card 32 GB English/Arabic Natural Silver","Product Overview HIGHLIGHTS Keep all your conversations private with the help of an easy-to-activate mute button Ultimate combination of performance and speed to edit photos and videos faster Customise performance, fan speed and noise, and external temperature all to the meet your needs SPECIFICATIONS CPU Speed 5.8 GHz Internal Memory 256 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Display Type LED Battery Life 10 Hours OS Version Free DOS Connection Type HDMI Model Series HP FD Series RAM Type DDR4 External Graphics Integrated Model Name 15-fd0021nx Number of USB Ports 4 Number of HDMI Ports 1 RAM Size 4 GB Screen Size 15.6 in Colour Name Natural Silver GPU Version Intel UHD 600 Resolution Full HD Type SSD Operating System DOS Usage Business Number of Cores 10-Core Processor Version Number/Generation 13th Gen Model Number 15-fd0021nx HDMI Output Yes SD Card Slot Yes Processor Version Core i3-1315U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 9,066.67. Efficiency & Productivity Lisen Magnetic Gaming Mobile Phone Cooler - Magnetic Ice Cooling Fan We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",27200,https://f.nooncdn.com/p/pnsku/N70100984V/45/_/1723818049/87fe8089-475b-4703-aff0-76100ca4901e.jpg?width=800,4,256,SSD,I3,1315,1315U,Intel UHD Graphics,15.6,N70100984V,https://www.noon.com/egypt-en/15-fd0021nx-laptop-with-15-6-inch-full-hd-display-intel-core-i3-1315u-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-graphics-sandisk-usb-card-32-gb-english-arabic-natural-silver/N70100984V/p/
